Food Resource Type,Agency,Location,Operational Status,Operational Notes,Current Process for Distribution,Who They Serve,Address,Latitude,Longitude,Phone Number,Website,Days/Hours,Date Updated
Food Bank,Hopelink,Kenmore Senior Center,Closed,Pre-packaged grocery bags for pick up,Drive Up/Walk Up,General Public,"6910 NE 170th St, Kenmore, WA 98028",47.751708,-122.2484442,(425)-869-6000,http://www.hopelink.org/location/mobile-market,"1st & 3rd Tues
1:30 pm - 3:00 pm",10/30/2020 12:00:00 AM
Food Bank,Hopelink,Kenmore Community Church,Limited Operations,Pre-packaged grocery bags for pick up,Drive Up/Walk Up,General Public,"7504 NE Bothell Way, Kenmore, WA 98028",47.7574803,-122.2403086,(425)-869-6000,http://www.hopelink.org/location/mobile-market,"2nd & 4th Thurs 
1:00 pm - 3:00 pm",10/30/2020 12:00:00 AM
Food Bank,Hopelink,Woodenville Downtown,Closed,Pre-packaged grocery bags for pick up,Drive Up/Walk Up,General Public,"18105 142nd Ave NE, Woodenville, WA 98072",47.758519,-122.149842,(425)-869-6000,http://www.hopelink.org/location/mobile-market,"2nd & 4th Wed
1:30 pm -3:00 pm",10/30/2020 12:00:00 AM
Food Bank,Hopelink,Shoreline Food Bank,Limited Operations,Pre-packaged grocery bags for pick up,Drive Up/Walk Up,General Public,"17837 Aurora Ave N, Shoreline, WA 98133",47.7588147,-122.3461885,(425)-869-6000,http://www.hopelink.org/need-help/food#collapseTen,"Tues: 12:00 pm - 4:00 pm
Wed: 3:00 pm - 7:00 pm
Thurs: 10:00 am - 2:00 pm",10/30/2020 12:00:00 AM
Food Bank,Hopelink,Cascadia College,Closed,Pre-packaged grocery bags for pick up,Drive Up/Walk Up,General Public,"18115 Campus Way NE Building CC2, Bothell, WA 98011",47.7612687,-122.1918002,(425)-869-6000,http://www.hopelink.org/location/mobile-market,Every 1st Thurs 10:00 am - 11:30 am,10/30/2020 12:00:00 AM
Food Bank,Hopelink,Bothell United Methodist Church,Closed,Pre-packaged grocery bags for pick up,Drive Up/Walk Up,General Public,"18515 92nd Ave NE, Bothell, WA 98011",47.762441,-122.2183184,(425)-869-6000,http://www.hopelink.org/need-help/food#collapseTen,,10/30/2020 12:00:00 AM
Food Bank,Hopelink,UW Bothell,Closed,Pre-packaged grocery bags for pick up,Drive Up/Walk Up,General Public,"8115 Campus Way NE Building UW1, Bothell, WA 98011",47.7589141,-122.1905939,(425)-869-6000,http://www.hopelink.org/location/mobile-market,3rd Thurs 10:00 am - 11:30 am,10/30/2020 12:00:00 AM
Meal,Hunger Intervention Program,Cedarvale Village,Closed,Site provides free take home meals for kids and teens 18 and younger. A weeks' supply of breakfasts available on Mondays. Free meals also available for parents.,Drive Up/Walk Up,Youth and Young Adults,"11050 8th Ave NE, Seattle, WA 98125",47.710233,-122.3201755,(206)-538-6567,http://www.hungerintervention.org/,"Mon, Tues, Wed, Thurs, Fri
11:30 am - 12:30 pm",10/30/2020 12:00:00 AM
Meal,Hunger Intervention Program,Bella-B Mobile Park Home,Closed,Site provides free take home meals for kids and teens 18 and younger. A weeks' supply of breakfasts available on Mondays. Free meals also available for parents.,Drive Up/Walk Up,Youth and Young Adults,"1333 North 125th St, Seattle, WA 98133",47.718835,-122.340947,(206)-538-6567,http://www.hungerintervention.org/,"Mon, Tues, Wed, Thurs, Fri
11:30 am - 12:30 pm",10/30/2020 12:00:00 AM
Meal,Hunger Intervention Program,Lake City Court,Closed,Site provides free take home meals for kids and teens 18 and younger. A weeks' supply of breakfasts available on Mondays. Free meals also available for parents.,Drive Up/Walk Up,Youth and Young Adults,"12526 33rd Ave NE, Seattle, WA 98125",47.720291,-122.291805,(206)-538-6567,http://www.hungerintervention.org/,"Mon, Tues, Wed, Thurs, Fri
1:00 pm - 1:30 pm",10/30/2020 12:00:00 AM
Meal,Hunger Intervention Program,Lake City Community Center,Closed,Site provides free take home meals for kids and teens 18 and younger. A weeks' supply of breakfasts available on Mondays. Free meals also available for parents.,Drive Up/Walk Up,Older Adults 60+ and Eligible Participants,"12531 28th Ave NE, Seattle, WA 98125",47.7203524,-122.2981048,(206)-538-6567,http://www.hungerintervention.org/,"Mon, Tues, Wed, Thurs, Fri
11:30 am - 12:30 pm",10/30/2020 12:00:00 AM
Meal,Hunger Intervention Program,Jackson Park Village,Closed,Site provides free take home meals for kids and teens 18 and younger. A weeks' supply of breakfasts available on Mondays. Free meals also available for parents.,Drive Up/Walk Up,Youth and Young Adults,"14374 30th Ave NE, Seattle, WA 98125",47.733508,-122.29595,(206)-538-6567,http://www.hungerintervention.org/,"Mon, Tues, Wed, Thurs, Fri
1:00 pm - 1:30 pm",10/30/2020 12:00:00 AM
Meal,Hunger Intervention Program,Paramount School Park,Closed,Site provides free take home meals for kids and teens 18 and younger. A weeks' supply of breakfasts available on Mondays. Free meals also available for parents.,Drive Up/Walk Up,Youth and Young Adults,"15300 8th Ave NE, Shoreline, WA 98155",47.7402967,-122.319751,(206)-538-6567,http://www.hungerintervention.org/,"Mon, Tues, Wed, Thurs, Fri
11:30 am - 12:30 pm",10/30/2020 12:00:00 AM
Meal,Hunger Intervention Program,KCLS Library (Shoreline Branch),Closed,Site provides free take home meals for kids and teens 18 and younger. A weeks' supply of breakfasts available on Mondays. Free meals also available for parents.,Drive Up/Walk Up,Youth and Young Adults,"345 NE 175th St, Shoreline, WA 98155",47.7555883,-122.3248143,(206)-538-6567,http://www.hungerintervention.org/,"Mon, Tues, Wed, Thurs, Fri
1:00 pm - 2:00 pm",10/30/2020 12:00:00 AM
Meal,Hunger Intervention Program,North City Elementary School,Closed,Site provides free take home meals for kids and teens 18 and younger. A weeks' supply of breakfasts available on Mondays. Free meals also available for parents.,Drive Up/Walk Up,Youth and Young Adults,"816 NE 190th St, Shoreline, WA 98155",47.767272,-122.3208429,(206)-538-6567,http://www.hungerintervention.org/,"Mon, Tues, Wed, Thurs, Fri
11:30 am - 12:30 pm",10/30/2020 12:00:00 AM
Food Bank & Meal,Immanuel Community Services,Immanuel Community Services Food Bank and Community Lunch,Limited Operations,"Home delivery is available through website link. Hygiene Center is still open from 8am to 2pm on weekdays. 

If you are unable to leave your home & need food, please email info@icsseattleorg",Home Delivery and Drive Up/Walk Up,General Public,"1215 Thomas, Seattle, WA 98109",47.6206572,-122.3321098,(206)-622-1930,http://www.icsseattle.org/covid-19-info/,"Food Bank:
Mon: 11:00 am - 1:00 pm
Meals:
Last Sun of each Month 12:00 pm - 2:00 pm",10/29/2020 12:00:00 AM
Meal,International Community Health Services,Bush Asia Center,Limited Operations,Limited delivery to specific senior housing sites in the International District,Home Delivery,Contact Agency for Any Eligibility Requirements,"409 Maynard Ave S, Plaza 6, Seattle, WA 98104",47.5988628,-122.325271,(206)-521-4129,http://www.ichs.com/ichs-locations/ichs-meal-program-at-bush-asia-center/,"Limited Meals:
Mon, Tues, Wed, Thurs, Fri: 11:30 am - 1:00 pm",10/01/2020 12:00:00 AM
Food Bank,Issaquah Food and Clothing Bank,Issaquah Food and Clothing Bank,Limited Operations,"Serving zips: 98027, 98029, 98059 and 98075; ID helpful; proof of address needed

Pre-packed food boxes and produce bags distributed every other week with two weeks worth of food. Drive or walk up service only outside the building (179 1st Ave SE).

Masks required for visits

Open: August 11, 13, 25, 27
September 8,10,22,24

Groceries to Go will still be delivered every week.",Home Delivery and Drive Up/Walk Up,General Public,"179 1st Ave SE, Issaquah, WA 98027",47.528687,-122.0349549,(425)-392-4123,http://issaquahfoodbank.org/,"November 9, 10, 11, 12th 

OPEN Monday-Thursday 1-7pm
Masks Required",10/30/2020 12:00:00 AM
Student To-Go Meals,Issaquah School District,Liberty High School,Open,"Pick up breakfast and lunch for three days on Mondays and
Pick up breakfast and lunch for two days on Thursdays",Drive Up/Walk Up,Youth and Young Adults,"16655 SE 136th St, Renton, WA 98059",47.4790756,-122.1193989,,http://www.issaquah.wednet.edu/family/supports/meals,"Mon, Thurs: 4:00 pm - 6:00 pm",09/17/2020 12:00:00 AM
Student To-Go Meals,Issaquah School District,Briarwood Elementary,Closed,No Summer Meals. The District is able to offer two (2) pick up meals daily Monday through Friday for students throughout the extended closure. Meals will be made available free of charge to any child. Students must be present in order to receive the meals.,Drive Up/Walk Up,Youth and Young Adults,"17020 SE 134th St, Renton, WA 98059",47.48341,-122.114097,,http://www.issaquah.wednet.edu/family/supports/meals,"Mon, Tues, Wed, Thurs, Fri
11:00 am - 12:00 pm",06/25/2020 12:00:00 AM
Student To-Go Meals,Issaquah School District,Issaquah High School,Open,"Pick up breakfast and lunch for three days on Mondays and
Pick up breakfast and lunch for two days on Thursdays",Onsite,Youth and Young Adults,"700 2nd Ave SE, Issaquah, WA 98027",47.5225141,-122.0277719,,http://www.issaquah.wednet.edu/family/supports/meals,"Mon, Thurs: 4:00 pm - 6:00 pm",09/17/2020 12:00:00 AM
Student To-Go Meals,Issaquah School District,Issaquah Middle School,Closed,no summer meals. The District is able to offer two (2) pick up meals daily Monday through Friday for students throughout the extended closure. Meals will be made available free of charge to any child. Students must be present in order to receive the meals.,Drive Up/Walk Up,Youth and Young Adults,"600 2nd Ave SE, Issaquah, WA 98027",47.5259293,-122.0351514,,http://www.issaquah.wednet.edu/family/supports/meals,"Mon, Tues, Wed, Thurs, Fri
11:00 am - 12:00 pm",06/25/2020 12:00:00 AM
Student To-Go Meals,Issaquah School District,Newcastle Elementary,Closed,no summer meals. The District is able to offer two (2) pick up meals daily Monday through Friday for students throughout the extended closure. Meals will be made available free of charge to any child. Students must be present in order to receive the meals.,Drive Up/Walk Up,Youth and Young Adults,"8400 136th Ave SE, Newcastle, WA 98059",47.5265466,-122.1599118,,http://www.issaquah.wednet.edu/family/supports/meals,"Mon, Tues, Wed, Thurs, Fri
11:00 am - 12:00 pm",08/20/2020 12:00:00 AM
Student To-Go Meals,Issaquah School District,Issaquah Valley Elementary,Open,"Pick up breakfast and lunch for three days on Mondays and
Pick up breakfast and lunch for two days on Thursdays",Drive Up/Walk Up,Youth and Young Adults,"684 NW Holly St, Issaquah, WA 98027",47.5376892,-122.0467128,,http://www.issaquah.wednet.edu/family/supports/meals,"Mon, Thurs
4:00 pm - 6: 00 pm",09/17/2020 12:00:00 AM
Student To-Go Meals,Issaquah School District,Grand Ridge Elementary,Open,"Pick up breakfast and lunch for three days on Mondays and
Pick up breakfast and lunch for two days on Thursdays",Drive Up/Walk Up,Youth and Young Adults,"1739 NE Park Dr, Issaquah, WA 98029",47.5468628,-122.0046409,,http://www.issaquah.wednet.edu/family/supports/meals,"Mon, Tues, Wed, Thurs, Fri
11:00 am - 12:00 pm",09/17/2020 12:00:00 AM
Student To-Go Meals,Issaquah School District,Sunset Elementary,Open,"Pick up breakfast and lunch for three days on Mondays and
Pick up breakfast and lunch for two days on Thursdays",Drive Up/Walk Up,Youth and Young Adults,"4229 W Lake Sammamish Pkwy SE, Bellevue, WA 98008",47.569099,-122.1024491,,http://www.issaquah.wednet.edu/family/supports/meals,"Mon, Thurs
4:00 pm - 6: 00 pm",09/17/2020 12:00:00 AM
Student To-Go Meals,Issaquah School District,Endeavour Elementary,Open,"Pick up breakfast and lunch for three days on Mondays and
Pick up breakfast and lunch for two days on Thursdays",Drive Up/Walk Up,Youth and Young Adults,"26205 SE Issaquah-Fall City Rd, Issaquah, WA 98029",47.5703938,-121.9882507,,http://www.issaquah.wednet.edu/family/supports/meals,"Mon, Thurs
4:00 pm - 6:00 pm",09/17/2020 12:00:00 AM
Student To-Go Meals,Issaquah School District,Skyline High,Open,"Pick up breakfast and lunch for three days on Mondays and
Pick up breakfast and lunch for two days on Thursdays",Drive Up/Walk Up,Youth and Young Adults,"1122 228th Ave SE, Sammamish, WA 98075",47.6001135,-122.0323108,,http://www.issaquah.wednet.edu/family/supports/meals,"Mon, Thurs: 4:00 pm - 6:00 pm",09/17/2020 12:00:00 AM
Food Bank,Jewish Family Service,Polack Food Bank,Open,,Home Delivery and Drive Up/Walk Up,General Public,"1601 16th Ave, Seattle, WA 98122",47.6155896,-122.3118419,(206)-461-3240,http://www.jfsseattle.org/get-help/polack-food-bank/,"Mon: 5:30 pm - 7:30 pm
Wed: 10:00 am - 12:00 pm
Thurs: 2:00 pm - 4:00 pm
Fri: 10:00 am - 12:00 pm",10/29/2020 12:00:00 AM
Food Bank,Kent Covenant Church,Kent Covenant Church,Open,Bags of groceries,Drive Up/Walk Up,General Public,"12010 SE 240th St, Kent, WA 98031",47.3875641,-122.1800669,(253)-631-0222,http://www.kentcov.org/groceries,Wed: 12:00 pm - 1:00 pm,10/30/2020 12:00:00 AM
Food Bank,Kent Food Bank and Emergency Services,Kent Food Bank,Limited Operations,"Requires: photo ID/food bank card or photo ID and piece of mail from Kent service area.

Walk-up customers: prepackaged boxes distributed at east door.

Drive-up customers: pre-packaged boxes distributes at posted sign, please remain in your vehicle.

1 person per household will be allowed entrance into the building/office for check-in, no exceptions. All other household members, family or friends, must remain outside waiting, no matter age or reason you brought them. *During this time please leave children at home with childcare or bring a responsible person who can care for them outside while you are checking in.",Drive Up/Walk Up,General Public,"515 W Harrison St, Kent, WA 9803",47.3824076,-122.2386782,,http://www.kentfoodbank.org/foodbank.php,"Wed, Fri:
Walk Up: 10:00 am - 1:00 pm
Drive up: 10:30 am - 12:00 pm
Age 55+ (only): Thurs 10:00 am - 11:00 am",10/30/2020 12:00:00 AM
Food Bank,Kent Food Bank Birch Creek Annex,Kent Food Bank Birch Creek Annex,Closed,Closed,Closed,General Public,,,,,http://www.kentfoodbank.org/foodbank.php,Mon 10:00 am - 1:00 pm,10/30/2020 12:00:00 AM
Meal,Kent Lutheran Church/Willows Place Thursday Dinner,Kent Lutheran Church/Willows Place Thursday Dinner,Closed,Boxed dinner for takeaway on Mondays and Thursdays; Snack Packs available Tues-Fri,Drive Up/Walk Up,General Public,"336 2nd Ave S, Kent, WA 98032",47.3789699,-122.2344464,(253)-852-2057,http://kentlutheran.org/,Closed,10/02/2020 12:00:00 AM
Student To-Go Meals,Kent School District,Kentlake High School,Open,Between 2:00-4:00 p.m. each Wednesday beginning September 2 to pick up a box of meals for KSD students in your household.,Drive Up/Walk Up,Youth and Young Adults,"21401 SE 300th Street, Kent, WA 98032",47.3331393,-122.0529367,,http://www.kent.k12.wa.us/Meals,Wed: 2:00 pm - 4:00 pm,09/04/2020 12:00:00 AM
Student To-Go Meals,Kent School District,Meadow Ridge Elementary,Open,Between 2:00-4:00 p.m. each Wednesday beginning September 2 to pick up a box of meals for KSD students in your household.,Drive Up/Walk Up,Youth and Young Adults,"27710 108th Avenue SE, Kent, WA 98032",47.3532415,-122.1970218,,http://www.kent.k12.wa.us/Meals,Wed: 2:00 pm - 4:00 pm,09/04/2020 12:00:00 AM
Student To-Go Meals,Kent School District,Horizon Elementary,Open,Between 2:00-4:00 p.m. each Wednesday beginning September 2 to pick up a box of meals for KSD students in your household.,Drive Up/Walk Up,Youth and Young Adults,"27641 144th Avenue SE, Kent, WA 98032",47.3539661,-122.1514755,,http://www.kent.k12.wa.us/Meals,Wed: 2:00 pm - 4:00 pm,09/04/2020 12:00:00 AM
Student To-Go Meals,Kent School District,Polaris Apartments Covington,Closed,Last day of summer meals August 17th. Please check the district website for updates,Drive Up/Walk Up,Youth and Young Adults,"17110 SE 276th Street, Covington, WA 98042",47.3552081,-122.1142127,,http://www.kent.k12.wa.us/Page/10405,Mon: 10:00 am - 10:30 am,08/20/2020 12:00:00 AM
Student To-Go Meals,Kent School District,Birch Creek Youth Center,Closed,Last day of summer meals August 17th. Please check the district website for updates,Drive Up/Walk Up,Youth and Young Adults,"12910 SE 273rd Street, Kent, WA 98030",47.3564419,-122.1695393,,http://www.kent.k12.wa.us/Page/10405,Mon: 12:00 pm - 1:00 pm,08/20/2020 12:00:00 AM
